en_label,ja_label,category_en,category_ja,en_description,ja_description,qid
Evodiae Fructus,呉茱萸,medication,医薬品,Crude drug,,Q27626767
Longan Arillus,竜眼肉,medication,医薬品,Crude drug,,Q27660429
ophiopogon tuber,麦門冬,medication,医薬品,Crude drug,,Q27650135
pinellia tuber,半夏,medication,医薬品,Crude drug,,Q27650240
insulin,インスリン,medication,医薬品,pancreas hormone,ホルモンの一つ,Q50265665
Cnidii Rhizoma,川芎,medication,医薬品,Crude drug,生薬,Q27595494
Arctii Fructus,牛蒡子,medication,医薬品,Crude drug,,Q27656868
Alpiniae Officinari Rhizoma,良姜,medication,医薬品,Crude drug,,Q27653540
thyme oil,タイム精油,medication,医薬品,herbal medicinal product,精油,Q1103369
Forsythiae Fructus,連翹,medication,医薬品,Crude drug,,Q27659710
camomile oil,カモミール精油,medication,医薬品,essential oil of German chamomile or Roman chamomile,精油,Q1103862
Glehniae Radix Cum Rhizoma,浜防風,medication,医薬品,Crude drug,,Q27660093
Crotonis Semen,巴豆,medication,医薬品,Crude drug,,Q27658656
Arecae Semen,檳榔子,medication,医薬品,Crude drug,,Q27656870
Araliae Cordatae Rhizoma,独活,medication,医薬品,Crude drug,生薬,Q27653543
Saccharum Granorum,膠飴,medication,医薬品,Crude drug,,Q27650534
scutellaria root,黄芩,medication,医薬品,Crude drug,,Q27650611
Schisandrae Fructus,五味子,medication,医薬品,Crude drug,,Q27650609
Sinomeni Caulis et Rhizoma,防已,medication,医薬品,Crude drug,,Q27650613
Akebiae Caulis,木通,medication,医薬品,Crude drug,,Q27650944
Zingiberis Siccatum Rhizoma,乾姜,medication,医薬品,Crude drug,,Q27650672
Burdock Root,ごぼう,medication,医薬品,herbal medicine documented by the European Medicines Agency,ゴボウの根、根菜,Q95999057
Amomi Semen,縮砂,medication,医薬品,Crude drug,,Q27653541
defibrotide,デフィブロチド,medication,医薬品,mixture of single stranded polydeoxyribonucleotides derived from porcine intestinal mucosa used as a pharmaceutical drug,,Q3704725
Gentianae Scabrae Radix,竜胆,medication,医薬品,Crude drug,,Q27659991
hops,毬花,medication,医薬品,female flowers of Humulus lupulus,ホップの雌花,Q3214940
Araliae Cordatae Radix,和羗活,medication,医薬品,Crude drug,,Q27656865
Arisaematis Tuber,天南星,medication,医薬品,Crude drug,,Q27656872
Asparagi Radix,天門冬,medication,医薬品,Crude drug,,Q27657258
Clematidis Radix,威霊仙,medication,医薬品,Crude drug,,Q27658397
Corni Fructus,山茱萸,medication,医薬品,Crude drug,,Q27658612
Eriobotryae Folium,枇杷葉,medication,医薬品,Crude drug,,Q27658753
Fritillariae Bulbus,貝母,medication,医薬品,Crude drug,,Q27659982
Gastrodiae Tuber,天麻,medication,医薬品,Crude drug,,Q27659988
Chinese motherwort herb,益母草,medication,医薬品,Crude drug,,Q27660208
Angelicae Dahuricae Radix,白芷,medication,医薬品,Crude drug,,Q27653542
Eucommiae Cortex,杜仲,medication,医薬品,Crude drug,,Q27658755
Serpin family A member 1,抗トリプシン,medication,医薬品,mammalian protein found in Homo sapiens,,Q292982
Hordei Fructus Germinatus,麦芽,medication,医薬品,Crude drug,,Q27660203
Wolfiporia extensa,マツホド,medication,医薬品,species of fungus,サルノコシカケ科の菌類,Q3115198
Houttuyniae Herba,十薬,medication,医薬品,Crude drug,,Q27660205
Eupolyphaga,䗪虫,medication,医薬品,Crude drug,,Q27658756
Zanthoxyli Fructus,山椒,medication,医薬品,Crude drug,漢方生薬,Q27650667
aloe,アロエ,medication,医薬品,medical product derived from various plants in the genus Aloe,,Q3612852
rosemary oil,ローズマリー・オイル,medication,医薬品,herbal drug,,Q1251367
Artemisiae Folium,艾葉,medication,医薬品,Crude drug,,Q27657241
Corydalis Tuber,延胡索,medication,医薬品,Crude drug,生薬の成分,Q27658613
Jesuit's bark,キナ皮,medication,医薬品,bark from trees of the genus Cinchona,,Q3133417
saw palmetto extract,ノコギリヤシエキス,medication,医薬品,ineffective treatment for BPH,,Q7428510
Crataegi Fructus,山楂子,medication,医薬品,Crude drug,,Q27658616
Uncariae Uncis Cum Ramulus,釣藤鈎,medication,医薬品,Crude drug,,Q27650616
Malus sylvestris,ワイルドクラブアップル,medication,医薬品,species of plant,リンゴ属の一種,Q47161
Aconiti Tuber,附子,medication,医薬品,Crude drug,,Q27583768
Methoxydienone,メトキシジエノン,medication,医薬品,steroid,,Q28131982
alisma rhizome,沢瀉,medication,医薬品,Crude drug,,Q27584141
acetaminophen/tramadol,トラマドール・アセトアミノフェン,medication,医薬品,combination drug,,Q48564239
Nandrolone caproate,カプロン酸ナンドロロン,medication,医薬品,synthetic androgen and anabolic steroid,,Q28131938
Ferula assa-foetida,アサフェティダ,medication,医薬品,species of plant,,Q111185
patisiran,オンパットロ,medication,医薬品,pharmaceutical drug,,Q40441442
Lactucarium,ラクツカリウム,medication,医薬品,milky fluid secreted by several species of lettuce,,Q3215910
enteroglucagon,エンテログルカゴン,medication,医薬品,peptide hormone,,Q2007590
menotropin,ヒト下垂体性性腺刺激ホルモン,medication,医薬品,pharmaceutical drug,,Q416821
chenpi,陳皮,medication,医薬品,sundried tangerine (mandarin) peel used as a traditional seasoning in Chinese cooking and traditional medicine,漢方薬の原料のひとつ,Q73988
soybean oil,大豆油,medication,医薬品,oil from the seeds of Glycine max,,Q926892
androstanolone,アンドロスタノロン,medication,医薬品,androgenic and anabolic steroid medication,,Q31686490
danaparoid,ダナパロイド,medication,医薬品,anticoagulant drug,,Q906271
insulin glargine,インスリングラルギン,medication,医薬品,pharmaceutical drug,,Q417317
tisagenlecleucel,チサゲンレクロイセル,medication,医薬品,medication,悪性リンパ腫または白血病患者に使われる薬,Q30314624
donkey-hide gelatin,阿膠,medication,医薬品,gelatin obtained from the skin of the donkey,,Q909377
Achyranthis Radix,牛膝,medication,医薬品,Crude drug,,Q27579297
trafermin,トラフェルミン,medication,医薬品,medication,,Q30315131
glecaprevir/pibrentasvir,グレカプレビル水和物／ピブレンタスビル,medication,医薬品,combination drug,,Q39048038
Estrogen ester,エストロゲンエステル,medication,医薬品,ester of an estrogen,,Q5401844
oral rehydration solution,経口補水液,medication,医薬品,,軽度から中等度の脱水状態の水分補給向けの、食塩とブドウ糖を適切な比率で溶かした飲料,Q29898848
tacrolimus ointment,タクロリムス軟膏,medication,医薬品,,,Q47537410
loncastuximab tesirine,ロンカスツキシマブ テシリン,medication,医薬品,medication,,Q39057117
Morus alba,マグワ,medication,医薬品,species of plant,クワ科の植物の一種,Q157307
gyokuro,玉露,medication,医薬品,Japanese green tea cultivated under the shade rather than the full sun,緑茶の一種,Q1424874
Asparaginase,アスパラギナーゼ,medication,医薬品,enzyme used as medication and in food manufacturing,,Q105296036
cholecystokinin,コレシストキニン,medication,医薬品,mammalian protein found in Homo sapiens,,Q60315441
hydrochlorothiazide / triamterene,ヒドロクロロチアジド／トリアムテレン,medication,医薬品,combination drug,,Q48566657
brain natriuretic peptide,脳性ナトリウム利尿ペプチド,medication,医薬品,peptide in Homo sapiens,ホルモンの一種,Q66360952
Viltolarsen,ビルトラルセン,medication,医薬品,pharmaceutical drug,,Q98523702
kava kava,カヴァ・カヴァ,medication,医薬品,herbal medicine documented by the European Medicines Agency,,Q96097703
albutrepenonacog alfa,アルブトレペノナコグ アルファ,medication,医薬品,pharmaceutical drug,,Q28859742
celery juice,セロリジュース,medication,医薬品,juice from edible portion of Apium graveolens,アピウム・グラボレンズの食用部分からのジュース,Q104176881
onion juice,タマネギジュース,medication,医薬品,liquid from the bulb of Allium cepa,アリウムセパの球根から採取した液体,Q104176807
liquid water,液体の水,medication,医薬品,form of water,水の形状,Q29053744
Cupressus sempervirens,ホソイトスギ,medication,医薬品,species of plant,,Q147513
11-ketodihydrotestosterone,11-ケトジヒドロテストステロン,medication,医薬品,chemical compound,,Q28132011
Testosterone isovalerate,テストステロンイソバレレート,medication,医薬品,chemical compound,,Q28132025
Testosterone diacetate,テストステロンジアセテート,medication,医薬品,chemical compound,,Q28132034
testosterone acetate propionate,テストステロン酢酸プロピオン酸塩,medication,医薬品,chemical compound,,Q28132037
Diospyros lotus,マメガキ,medication,医薬品,"species of plant, date-plum",,Q771101
ECA stack,ECAスタック,medication,医薬品,"ephedrine, caffeine, and aspirin",,Q468853
yerba mate,イェルバ・マテ,medication,医薬品,species of plant,,Q117068
Populus nigra,セイヨウハコヤナギ,medication,医薬品,species of plant,,Q147064
19-Nor-5-androstenedione,19-ノル-5-アンドロステンジオン,medication,医薬品,"synthetic, orally active anabolic steroid",,Q28132016
panipenem/betamipron,パニペネム・ベタミプロン合剤,medication,医薬品,combination drug,,Q607051
Fenfluramine/phentermine,フェンフルラミン/フェンテルミン,medication,医薬品,retracted obesity combination drug,,Q167732
ifinatamab deruxtecan,イフィナタマブ デルクステカン,medication,医薬品,antibody-drug conjugate,,Q123582114
chlorine,塩素,medication,医薬品,chemical element with symbol Cl and atomic number 17,原子番号17の元素,Q688
Kostaive,コスタイベ,medication,医薬品,vaccine,感染症予防ワクチンの一種,Q131302349
Mifepristone/misoprostol,ミフェプリストン・ミソプロストール,medication,医薬品,,,Q123752915
Uromune,ウロミューン,medication,医薬品,vaccine against urinary tract infections,,Q125447472
atazanavir/ritonavir,アタザナビル・リトナビル,medication,医薬品,used to treat HIV/AIDS,,Q39053473
Efavirenz/lamivudine/tenofovir,エファビレンツ／ラミブジン／テノホビル,medication,医薬品,fixed dose combination medication for the treatment of HIV/AIDS,,Q39053478
Ad5-nCoV,Ad5-nCoV,medication,医薬品,Chinese adenovirus-based vaccine against COVID-19,COVID-19ワクチンの一つ,Q96695265
artesunate/pyronaridine,アーテスネート／ピロナリジン,medication,医薬品,fixed dose combination medication for the treatment of malaria,,Q39053484
isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,イソニアジド／ピリドキシン／スルファメトキサゾール／トリメトプリム,medication,医薬品,medication for the prevention of opportunistic infections in HIV/AIDS,,Q39053483
BBIBP-CorV,シノファームCOVID-19ワクチン,medication,医薬品,Chinese inactivated virus candidate vaccine against COVID-19,COVID-19ワクチンの一つ,Q97154230
CoronaVac,コロナバック,medication,医薬品,Sinovac vaccine against COVID-19,COVID-19ワクチンの一つ,Q97154233
V451,V451ワクチン,medication,医薬品,experimental vaccine targeting SARS-CoV-2,,Q104115692
Tritici Semen,小麦,medication,医薬品,Crude drug,,Q27680542
Saussureae Radix,木香,medication,医薬品,Crude drug,,Q27680301
Sophorae Radix,苦参,medication,医薬品,Crude drug,,Q27680312
Swertiae Herba,当薬,medication,医薬品,Crude drug,,Q27680316
Trichosanthis Radix,栝楼根,medication,医薬品,Crude drug,,Q27680472
Trichosanthis Semen,栝楼仁,medication,医薬品,Crude drug,,Q27680480
Zizyphi Spinosi Semen,酸棗仁,medication,医薬品,Crude drug,,Q27680543
trastuzumab deruxtecan,トラスツズマブ デルクステカン,medication,医薬品,medication,,Q80109553
Taiwan Chingguan Yihau,清冠一号,medication,医薬品,traditional Chinese medicine formula to target COVID-19,,Q105252811
Sesami Semen,胡麻,medication,医薬品,crude drug,,Q27680308
Tribuli Fructus,蒺藜子,medication,医薬品,Crude drug,,Q27680469
casirivimab/imdevimab,カシリビマブ・イムデビマブ,medication,医薬品,experimental anti-COVID-19 drug developed by Regeneron,,Q99328880
