en_label,ja_label,category,en_description,ja_description,qid
Taiwan Chingguan Yihau,清冠一号,医薬品,traditional Chinese medicine formula to target COVID-19,,Q105252811
casirivimab/imdevimab,カシリビマブ・イムデビマブ,医薬品,experimental anti-COVID-19 drug developed by Regeneron,,Q99328880
Forsythiae Fructus,連翹,医薬品,Crude drug,,Q27659710
Nupharis Rhizoma,川骨,医薬品,Crude drug,,Q27680136
Glehniae Radix Cum Rhizoma,浜防風,医薬品,Crude drug,,Q27660093
Crotonis Semen,巴豆,医薬品,Crude drug,,Q27658656
Panacis Japonici Rhizoma,竹節人参,医薬品,Crude drug,,Q27680139
Polygalae Radix,遠志,医薬品,Crude drug,,Q27680185
Gentianae Scabrae Radix,竜胆,医薬品,Crude drug,,Q27659991
Clematidis Radix,威霊仙,医薬品,Crude drug,,Q27658397
Corni Fructus,山茱萸,医薬品,Crude drug,,Q27658612
Eriobotryae Folium,枇杷葉,医薬品,Crude drug,,Q27658753
Fritillariae Bulbus,貝母,医薬品,Crude drug,,Q27659982
Gastrodiae Tuber,天麻,医薬品,Crude drug,,Q27659988
Chinese motherwort herb,益母草,医薬品,Crude drug,,Q27660208
Linderae Radix,烏薬,医薬品,Crude drug,,Q27660387
Lithospermi Radix,紫根,医薬品,Crude drug,,Q27660364
Lycii Cortex,地骨皮,医薬品,Crude drug,,Q27660432
Magnoliae Flos,辛夷,医薬品,Crude drug,,Q27660514
Eucommiae Cortex,杜仲,医薬品,Crude drug,,Q27658755
Lonicerae Folium Cum Caulis,忍冬,医薬品,Crude drug,,Q27660431
11-ketodihydrotestosterone,11-ケトジヒドロテストステロン,医薬品,chemical compound,,Q28132011
Testosterone isovalerate,テストステロンイソバレレート,医薬品,chemical compound,,Q28132025
Testosterone diacetate,テストステロンジアセテート,医薬品,chemical compound,,Q28132034
testosterone acetate propionate,テストステロン酢酸プロピオン酸塩,医薬品,chemical compound,,Q28132037
Hordei Fructus Germinatus,麦芽,医薬品,Crude drug,,Q27660203
Houttuyniae Herba,十薬,医薬品,Crude drug,,Q27660205
Eupolyphaga,䗪虫,医薬品,Crude drug,,Q27658756
Japonica rice,粳米,医薬品,crude drug,,Q27680137
Notopterygii Rhizoma,羗活,医薬品,Crude drug,,Q27678906
Nelumbis Semen,蓮肉,医薬品,Crude drug,,Q27678905
Peucedani Radix,前胡,医薬品,Crude drug,,Q27680140
Polygoni Multiflori Radix,何首烏,医薬品,Crude drug,,Q27680186
19-Nor-5-androstenedione,19-ノル-5-アンドロステンジオン,医薬品,"synthetic, orally active anabolic steroid",,Q28132016
Lilii Bulbus,百合,医薬品,Crude drug,,Q27660271
Corydalis Tuber,延胡索,医薬品,Crude drug,生薬の成分,Q27658613
Lycii Fructus,枸杞子,医薬品,Crude drug,,Q27660434
kava kava,カヴァ・カヴァ,医薬品,herbal medicine documented by the European Medicines Agency,,Q96097703
Crataegi Fructus,山楂子,医薬品,Crude drug,,Q27658616
Longan Arillus,竜眼肉,医薬品,Crude drug,,Q27660429
insulin,インスリン,医薬品,pancreas hormone,ホルモンの一つ,Q50265665
Hyaku-sō,百草,医薬品,herbal medicine,,Q11580850
immature bitter orange,枳実,医薬品,Crude drug,,Q27657260
Carthami Flos,紅花,医薬品,Crude drug,,Q27657775
Asparaginase,アスパラギナーゼ,医薬品,enzyme used as medication and in food manufacturing,,Q105296036
cholecystokinin,コレシストキニン,医薬品,mammalian protein found in Homo sapiens,,Q60315441
bamboo shavings,竹筎,医薬品,Crude drug,,Q27657277
Benincasae Semen,冬瓜子,医薬品,Crude drug,,Q27657415
Bezoar Bovis,牛黄,医薬品,Crude drug,,Q27657417
Cassiae Semen,決明子,医薬品,Crude drug,,Q27657872
Chrysanthemi Flos,菊花,医薬品,Crude drug,,Q27658285
Tritici Semen,小麦,医薬品,Crude drug,,Q27680542
Populus nigra,セイヨウハコヤナギ,医薬品,species of plant,,Q147064
Sappan Lignum,蘇木,医薬品,Crude drug,,Q27680296
Schizonepetae Spica,荊芥,医薬品,Crude drug,,Q27680303
Saussureae Radix,木香,医薬品,Crude drug,,Q27680301
Sophorae Radix,苦参,医薬品,Crude drug,,Q27680312
Swertiae Herba,当薬,医薬品,Crude drug,,Q27680316
Trichosanthis Radix,栝楼根,医薬品,Crude drug,,Q27680472
Trichosanthis Semen,栝楼仁,医薬品,Crude drug,,Q27680480
Saposhnikoviae Radix,防風,医薬品,Crude drug,,Q27680293
Zizyphi Spinosi Semen,酸棗仁,医薬品,Crude drug,,Q27680543
brain natriuretic peptide,脳性ナトリウム利尿ペプチド,医薬品,peptide in Homo sapiens,ホルモンの一種,Q66360952
LGD-4033,リガンドロール,医薬品,chemical compound,,Q21098841
danaparoid,ダナパロイド,医薬品,anticoagulant drug,,Q906271
Sesami Semen,胡麻,医薬品,crude drug,,Q27680308
Viltolarsen,ビルトラルセン,医薬品,pharmaceutical drug,,Q98523702
Tribuli Fructus,蒺藜子,医薬品,Crude drug,,Q27680469
Morus alba,マグワ,医薬品,species of plant,クワ科の植物の一種,Q157307
Setariae Semen,粟,医薬品,Crude drug,,Q27700466
Apenta,アペンタ,医薬品,Hungarian brand of laxative mineral water,,Q4779350
Malus sylvestris,ワイルドクラブアップル,医薬品,species of plant,リンゴ属の一種,Q47161
Kostaive,コスタイベ,医薬品,vaccine,感染症予防ワクチンの一種,Q131302349
Continuous erythropoietin receptor activator,持続性エリスロポエチン受容体活性化剤,医薬品,class of drugs and a variant of erythropoietin,,Q2914445
agarwood,沈香,医薬品,type of wood,香木の一つ,Q358375
arginine vasopressin,バソプレッシン,医薬品,"hormone synthesized from the AVP gene as a peptide prohormone in neurons in the hypothalamus, and is converted to AVP",ホルモンの一つ,Q21124841
Diospyros lotus,マメガキ,医薬品,"species of plant, date-plum",,Q771101
ECA stack,ECAスタック,医薬品,"ephedrine, caffeine, and aspirin",,Q468853
Plantanus orientalis,スズカケノキ,医薬品,species of plant,,Q161105
inosine pranobex,イノシンプラノベクス,医薬品,mixture of chemical compounds,,Q3130053
Ferula assa-foetida,アサフェティダ,医薬品,species of plant,,Q111185
Quercus ilex,セイヨウヒイラギガシ,医薬品,Oak tree species native to the Mediterranean,,Q218155
panipenem/betamipron,パニペネム・ベタミプロン合剤,医薬品,combination drug,,Q607051
Bach flowers,バッチフラワー,医薬品,alternative medicine without scientific evidence,,Q788110
Fenfluramine/phentermine,フェンフルラミン/フェンテルミン,医薬品,retracted obesity combination drug,,Q167732
albutrepenonacog alfa,アルブトレペノナコグ アルファ,医薬品,pharmaceutical drug,,Q28859742
angiotensin IV,アンジオテンシンIV,医薬品,chemical compound,,Q66087802
hydrochlorothiazide / olmesartan,ヒドロクロロチアジド／オルメサルタン,医薬品,combination drug,,Q48566827
androstanolone,アンドロスタノロン,医薬品,androgenic and anabolic steroid medication,,Q31686490
Uromune,ウロミューン,医薬品,vaccine against urinary tract infections,,Q125447472
tisagenlecleucel,チサゲンレクロイセル,医薬品,medication,悪性リンパ腫または白血病患者に使われる薬,Q30314624
trafermin,トラフェルミン,医薬品,medication,,Q30315131
celery juice,セロリジュース,医薬品,juice from edible portion of Apium graveolens,アピウム・グラボレンズの食用部分からのジュース,Q104176881
oral rehydration solution,経口補水液,医薬品,,軽度から中等度の脱水状態の水分補給向けの、食塩とブドウ糖を適切な比率で溶かした飲料,Q29898848
onion juice,タマネギジュース,医薬品,liquid from the bulb of Allium cepa,アリウムセパの球根から採取した液体,Q104176807
liquid water,液体の水,医薬品,form of water,水の形状,Q29053744
artesunate/amodiaquine,アーテスネート／アモジアキン,医薬品,combination drug,マラリアの治療薬,Q4797577
atazanavir/ritonavir,アタザナビル・リトナビル,医薬品,used to treat HIV/AIDS,,Q39053473
Efavirenz/lamivudine/tenofovir,エファビレンツ／ラミブジン／テノホビル,医薬品,fixed dose combination medication for the treatment of HIV/AIDS,,Q39053478
levodopa/carbidopa,レボドパ・カルビドパ合剤,医薬品,combination of carbidopa and levodopa,,Q5037862
tinzaparin sodium,チンザパリン,医薬品,antithrombotic drug in the heparin group,,Q411198
Cupressus sempervirens,ホソイトスギ,医薬品,species of plant,,Q147513
Quercus robur,ヨーロッパナラ,医薬品,species of plant,,Q165145
dalteparin,ダルテパリン,医薬品,pharmaceutical drug,,Q1851701
anti-tetanus immunoglobulin,抗破傷風免疫グロブリン,医薬品,medication made up of antibodies against the tetanus toxin,,Q28163645
Udder Balm,バッグ・バーム,医薬品,a salve to soothe irritated udders after milking,,Q1919465
Alka-Seltzer,アルカセルツァー,医薬品,effervescent antacid and pain reliever,,Q2641370
artesunate/pyronaridine,アーテスネート／ピロナリジン,医薬品,fixed dose combination medication for the treatment of malaria,,Q39053484
isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,イソニアジド／ピリドキシン／スルファメトキサゾール／トリメトプリム,医薬品,medication for the prevention of opportunistic infections in HIV/AIDS,,Q39053483
pulmonary surfactant,肺サーファクタント,医薬品,medication,,Q28163641
Entada phaseoloides,モダマ,医薬品,species of plant in the family Fabaceae,マメ科の常緑つる性植物,Q3281753
Makiron,マキロン,医薬品,,,Q11339972
patisiran,オンパットロ,医薬品,pharmaceutical drug,,Q40441442
Visine,バイシン,医薬品,eye drops,,Q7936103
atropine/diphenoxylate,アトロピン／ジフェノキシラート,医薬品,pharmaceutical drug combination for diarrhea,,Q5137497
Dextran 70,デキストラン70,医薬品,pharmaceutical compound,,Q28163637
glecaprevir/pibrentasvir,グレカプレビル水和物／ピブレンタスビル,医薬品,combination drug,,Q39048038
Phoenix sylvestris,サトウナツメヤシ,医薬品,species of plant,,Q2285767
lamivudine/nevirapine/stavudine,ラミブジン／ネビラピン／スタブジン,医薬品,combination drug for HIV,,Q28163606
tacrolimus ointment,タクロリムス軟膏,医薬品,,,Q47537410
loncastuximab tesirine,ロンカスツキシマブ テシリン,医薬品,medication,,Q39057117
artesunate/mefloquine,アーテスネート／メフロキン,医薬品,antimalarial drug,,Q28163619
ethambutol/isoniazid/rifampicin,エタンブトール／イソニアジド／リファンピシン,医薬品,Combination medication,,Q28163599
ethambutol/isoniazid/pyrazinamide/rifampicin,エタンブトール／イソニアジド／ピラジナミド／リファンピシン,医薬品,tuberculosis treatment,,Q28163603
isoniazid/rifampicin,イソニアジド／リファンピシン,医薬品,Medication used to treat Tuberculosis,,Q28163596
lamivudine/nevirapine/zidovudine,ラミブジン／ネビラピン／ジドブジン,医薬品,No Longer Dispensed and removed In USA why then prescribed in UK,,Q28163611
acetaminophen/tramadol,トラマドール・アセトアミノフェン,医薬品,combination drug,,Q48564239
hydrochlorothiazide / triamterene,ヒドロクロロチアジド／トリアムテレン,医薬品,combination drug,,Q48566657
Ad5-nCoV,Ad5-nCoV,医薬品,Chinese adenovirus-based vaccine against COVID-19,COVID-19ワクチンの一つ,Q96695265
Insulin degludec/insulin aspart,インスリン デグルデク・インスリン アスパルト,医薬品,combination medication,,Q97574470
BBIBP-CorV,シノファームCOVID-19ワクチン,医薬品,Chinese inactivated virus candidate vaccine against COVID-19,COVID-19ワクチンの一つ,Q97154230
CoronaVac,コロナバック,医薬品,Sinovac vaccine against COVID-19,COVID-19ワクチンの一つ,Q97154233
Empagliflozin/linagliptin/metformin,エンパグリフロジン／リナグリプチン／メトホルミン,医薬品,combination drug,,Q85759193
casimersen,カシメルセン,医薬品,antisense RNA medication,,Q105714904
donanemab,ドナネマブ,医薬品,experimental drug for the treatment of Alzheimer's disease,,Q105091132
Daratumumab/hyaluronidase,ダラツムマブ・ボルヒアルロニダーゼ アルファ,医薬品,combination drug,多発性骨髄腫の成人患者等を対象とした固定用量の併用療法薬,Q96375955
RNA therapeutics,RNA治療,医薬品,class of medications,,Q103741648
teceleukin,テセロイキン,医薬品,medication,,Q106716446
nonacog beta pegol,ノナコグ ベータ ペゴル,医薬品,drug,,Q109979623
AZD7442,AZD7442,医薬品,experimental monoclonal antibody treatment for COVID-19,,Q107401582
Sotrovimab,ソトロビマブ,医薬品,medication,遺伝子組換え抗SARS-CoV-2スパイクタンパク質モノクローナル抗体,Q106943333
efgartigimod alfa,エフガルチギモド アルファ,医薬品,medication,,Q110271677
amivantamab,アミバンタマブ,医薬品,medication,,Q106957199
nystatin,ナイスタチン,医薬品,pharmaceutical drug,,Q251005
immunoglobulin G,免疫グロブリンG,医薬品,antibody isotype,,Q79448
Neosporin (Neomycin/polymyxin B/bacitracin),Neosporin,医薬品,antibiotic composed of several compounds,,Q6994170
mometasone/formoterol,モメタゾン／ホルモテロール,医薬品,combination drug,,Q6897268
lisinopril/hydrochlorothiazide,リシノプリル／ヒドロクロロチアジド,医薬品,combination drug,,Q6558911
