en_label,ja_label,category,en_description,ja_description,qid
mitochondrial myopathy,ミトコンドリアミオパチー,病気,myopathy characterized by mitochondrial dysfunction,,Q6881881
neutral lipid storage disease,中性脂質蓄積症,病気,"lipid storage disease that is characterized by accumulation of triglycerides in the cytoplasm of leukocytes, muscle, liver, fibroblasts, and other tissues",,Q7003001
metachondromatosis,メタコンドロマトーシス,病気,a rare disorder characterized by the presence of both multiple enchondromas and osteochondroma-like lesions,,Q6822414
Barraquer–Simons syndrome,後天性部分性リポジストロフィー,病気,"Acquired partial lipodystrophy, or Barraquer-Simons syndrome, is characterised by the association of lipoatrophy of the upper part of the body and lipohypertrophy of the thighs",,Q4863247
Cadang-cadang,ココナッツカダンカダンウイロイド,病気,disease,,Q5016237
Brunner Syndrome,ブルンナー症候群,病気,"amino acid metabolic disorder characterized by recessive X-linked inhetiance, impaired monoamine metabolism, impulsive aggressiveness and mild mental retardation that has material basis in mutation in the MAOA gene on chromosome location Xp11",,Q4979092
brain stem stroke syndrome,脳幹梗塞症候群,病気,medical condition,,Q4955837
berserk llama syndrome,ベルセルク・ラマ症候群,病気,psychological condition suffered by human-raised llamas and alpacas,,Q4894912
plants calcium deficiency,カルシウム欠乏症,病気,"plant disorder that can be caused by insufficient calcium in the growing medium, but is more frequently a product of low transpiration of the whole plant or more commonly the affected tissue",,Q5018821
body inflation,膨体,病気,sexual practice,,Q4936913
Calcifying epithelial odontogenic tumor,石灰化上皮性歯原性腫瘍,病気,odontogenic tumor,,Q5018779
lymphangioleiomyomatosis,リンパ脈管筋腫症,病気,rare interstitial and degenerative lung disease,,Q1878759
lymphocytic choriomeningitis,リンパ球性脈絡髄膜炎,病気,"rodent-borne viral infectious disease that presents as aseptic meningitis, encephalitis or meningoencephalitis",,Q1878776
enzootic bovine leukosis,牛伝染性リンパ腫,病気,lymphoid neoplastic disease in cattle caused by the bovine leukemia virus,,Q1346134
cat flu,猫インフルエンザ,病気,feline upper respiratory tract disease,,Q1824410
Goodpasture syndrome,グッドパスチャー症候群,病気,hypersensitivity reaction type II disease that is characterized by glomerulonephritis located in kidney and hemorrhaging located in lung,,Q1345792
frostbite,凍傷,病気,effect of low temperature on skin and other tissues,,Q1350326
retrognathism,後退顎,病気,a physical misalignment of the jaw bones,,Q1901516
Mad Gasser of Mattoon,マトゥーンの狂気の毒ガス犯,病気,"supposed serial burglar known for their use of an alleged anaesthetic gas, or, case of mass hysteria",,Q1883081
epispadias,尿道上裂,病気,congenital disorder of urinary system,,Q1347416
May–Hegglin anomaly,メイ・ヘグリン異常症,病気,medical condition,,Q1914356
Liddle syndrome,リドル症候群,病気,"genetic disorder inherited in an autosomal dominant manner that is characterized by early, and frequently severe, high blood pressure",,Q1823656
mucopolysaccharidosis I,ムコ多糖症I型,病気,lysosomal storage disease,,Q1906054
lung abscess,化膿性肺炎,病気,lung disease characterized by microbial infection which causes a type of liquefactive necrosis of the pulmonary tissue and formation of cavities containing necrotic debris or fluid,,Q1877550
Leigh disease,亜急性壊死性脳脊髄障害,病気,"mitochondrial metabolism disease characterized by progressive loss of mental and movement abilities. Symptoms usually begin between ages of three months and two years and include loss of appetite, vomiting, irritability and seizure activity",,Q1815019
Meckel syndrome,メッケル・グルーバー症候群,病気,"a rare, lethal, ciliopathic, genetic disorder with malformations of the urinary system, of central nervous system, hepatic developmental defects, and pulmonary hypoplasia.",,Q1915681
Sturge–Weber syndrome,スタージー・ウェーバー症候群,病気,"neurological and skin disorder associated with port-wine stains of the face, glaucoma, seizures, intellectual disability, and cerebral malformations",,Q1886238
hereditary neoplastic syndromes,がん症候群,病気,human disease,,Q1348398
nocardiosis,ノカルジア症,病気,infectious disease affecting either the lungs (pulmonary nocardiosis) or the whole body (systemic nocardiosis),,Q1856914
cyclic vomiting syndrome,周期性嘔吐症,病気,human disease,,Q1857905
Pelizaeus-Merzbacher disease,ペリツェウス・メルツバッハー病,病気,"hypomyelinating leukodystrophy characterized by impaired myelin formation, nystagmus, spastic quadriplegia, ataxia, and developmental delay that has material basis in mutation in the PLP1 gene on chromosome Xq22",,Q1876206
central nervous system viral disease,中枢神経系ウイルス性疾患,病気,"viral infection of the brain, spinal cord, meninges, or perimeningeal spaces",,Q5062121
Porcine epidemic diarrhoea,豚流行性下痢,病気,condition that leads to severe gastrointestinal disease in pigs,,Q7229999
Eosinophilic folliculitis,好酸球性毛包炎,病気,medical condition,,Q5381904
premature atrial contraction,心房期外収縮,病気,medical condition,,Q7240236
primary hyperoxaluria,原発性高シュウ酸尿症,病気,human disease,,Q7243137
progeroid syndrome,早老症,病気,range of genetic disorders which cause a person to appear to grow older faster,,Q6139748
tritanomaly,3型3色覚,病気,Human disease,,Q6152917
thrombocytopenic purpura,血小板減少性紫斑病,病気,human disease,,Q6132707
Prairie madness,プレーリーマッドネス,病気,mental suffering among settlers of the North American plains,,Q7238040
gastric dilatation volvulus,胃拡張捻転症候群,病気,medical condition in dogs,,Q6150957
potassium-aggravated myotonia,カリウム惹起性ミオトニー,病気,human disease,,Q7234683
social stigma of obesity,肥満の社会的不名誉,病気,weight prejudice,,Q7074872
pleuropulmonary blastoma,胸膜肺芽腫,病気,pulmonary blastoma that derives from the lung or pleural cavity,,Q7204815
posterior reversible encephalopathy syndrome,可逆性後頭葉白質脳症,病気,medical condition,,Q7234232
Jumping Frenchmen of Maine,メーヌ跳躍フランス人病,病気,human disease,,Q6311294
plushophilia,ぬいぐるみ性愛,病気,stuffed animals fetishism,,Q7205631
junctional tachycardia,接合部頻拍,病気,type of heart arrhythmia,,Q6311816
Cervicogenic headache,頸原性頭痛,病気,type of headache,,Q16545548
Bare lymphocyte syndrome,裸リンパ球症候群,病気,medical condition,,Q3508735
Milium,稗粒腫,病気,Light-coloured spots under the skin,,Q1934449
drug dependence,薬物依存,病気,dependence on pharmaceutical drugs,,Q3541786
paraneoplastic neurologic syndrome,傍腫瘍性神経症候群,病気,paraneoplastic syndrome that involves the nervous system,,Q3508804
meningeal carcinomatosis,癌性髄膜炎,病気,disorder in cancer patients in which the disease spreads to the membranes surrounding the brain and spinal cord,,Q1920586
hidden hearing loss,隠れ難聴,病気,"typically undetected hearing loss in conventional tests, affecting the ability to hear sounds in noisy environments or with multiple speakers",,Q3508741
neurofibromatosis type II,神経線維腫症2型,病気,type of neurofibromatosis disease,,Q1935832
Paris-Trousseau syndrome,パリ・トルーソー血小板減少,病気,"Paris-Trousseau thrombocytopenia (TCPT) is a contiguous gene syndrome characterized by mild bleeding tendency, variable thrombocytopenia (THC), dysmorphic facies, abnormal giant alpha-granules in platelets and dysmegakaryopoiesis",,Q3525980
trichothiodystrophy syndromes,硫黄欠乏性毛髪発育異常症,病気,human disease,,Q3539030
rotator cuff tear,腱板断裂,病気,injury to the rotator cuff of the shoulder joint,,Q3518022
microscopic polyangiitis,顕微鏡的多発血管炎,病気,"inflammatory, necrotizing, systemic vasculitis that affects predominantly small vessels in multiple organs",,Q1934069
influenza-like illness,インフルエンザ様症状,病気,an acute respiratory illness with a measured temperature of 38 °C or greater and cough,,Q3508755
orofaciodigital syndrome I,口顔指症候群1型,病気,orofaciodigital syndrome characterized_by polycystic kidney disease and variable involvement of the central nervous system and has_material_basis_in X-linked inheritance of the OFD1 gene,,Q3508786
milk fever,産褥麻痺,病気,disease caused by hypocalcemia in pregnant or lactating cows and ewes; can be fatal,,Q1934459
congenital myasthenic syndrome,先天性筋無力症候群,病気,Human disease,,Q3508800
death anxiety,死恐怖症,病気,anxiety caused by thoughts of death,,Q3519556
congenital hyperinsulinism,先天性高インスリン血症,病気,genetic disease,,Q5160437
thyroid hormone resistance syndrome,甲状腺ホルモン不応症,病気,Human disease,,Q1515038
mange,毛包虫症,病気,class of skin diseases caused by parasitic mites,,Q1358140
complex and mixed tumor,混合腫瘍,病気,neoplasm composed of at least two distinct cellular populations,,Q5156568
cyberphobia,コンピュータ恐怖症,病気,fear of computers,,Q5197828
disequilibrium,不平衡,病気,impaired equilibrioception that can be characterised as a sensation of impending fall or of the need to obtain external assistance for proper locomotion,,Q5282160
decidophobia,決断恐怖症,病気,fear of decision making,,Q5249152
chronic bacterial prostatitis,慢性細菌性前立腺炎,病気,bacterial infection of the prostate gland,,Q5248740
acute prostatitis,急性前立腺炎,病気,serious bacterial infection of the prostate gland,,Q5248726
dihydropyrimidine dehydrogenase deficiency,DPD欠損症,病気,"purine-pyrimidine metabolic disorder that is an autosomal recessive metabolic disorder in which there is absent or significantly decreased activity of dihydropyrimidine dehydrogenase, an enzyme involved in the metabolism of uracil and thymine",,Q5276448
Danon disease,ダノン病,病気,Human disease,,Q5220984
coronary occlusion,冠動脈閉塞,病気,partial or complete obstruction of blood flow in a coronary artery,,Q5172192
Trousseau's syndrome,トルソー症候群,病気,medical condition,,Q15401621
Amphistomiasis,双口吸虫症,病気,parasitic disease of livestock animals and humans,,Q16002898
autosomal dominant polycystic kidney disease,多発性嚢胞腎,病気,congenital disorder of urinary system,,Q15443105
lethargy,嗜眠,病気,"state of tiredness, weariness, fatigue, or lack of energy",,Q15637420
megalencephaly,巨脳症,病気,neurodevelopmental disorder characterized by abnormally large brain.,,Q10748814
pogonophobia,髭恐怖症,病気,fear of beards,,Q16379771
Asymptomatic inflammatory prostatitis,無症候性炎症性前立腺炎,病気,medical condition,,Q15630404
Hot tub folliculitis,温浴毛包炎,病気,medical condition,,Q14870002
myrmecia,ミルメシア,病気,virus-related cutaneous foot disease,,Q14917216
Renpenning syndrome,レンペニング症候群,病気,"intellectual disability that is characterized by small head size (microcephaly), long narrow face, short stature, small testes, and intellectual deficit which follows X-linked inheritance and presents most often in males",,Q7313459
Amalgam tattoo,アマルガム刺青,病気,common discoloration of tissue in the mouth,,Q16242812
Webbed penis,翼状陰茎,病気,medical condition,,Q14594748
tarsal coalition,足根骨癒合,病気,human disease,,Q15666414
Fly strike in sheep,ヒツジのハエウジ症,病気,infestation of sheep with parasitic maggots,,Q16251787
benzodiazepine abuse,ベンゾジアゼピン薬物乱用,病気,"the use of benzodiazepines without a prescription, often for recreational purposes, which poses risks of dependence, withdrawal and other long-term effects",,Q15043325
